Data,Otwarcie,Najwyższy,Najniższy,Zamknięcie,Ticker
2015-03-26,1.41,1.41,1.41,1.41,WIBID_ON
2015-03-25,1.65,1.65,1.65,1.65,WIBOR_ON
2015-03-25,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-25,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-25,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-25,1.41,1.41,1.41,1.41,WIBID_ON
2015-03-24,1.64,1.64,1.64,1.64,WIBOR_ON
2015-03-24,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-24,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-24,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-24,1.41,1.41,1.41,1.41,WIBID_ON
2015-03-23,1.64,1.64,1.64,1.64,WIBOR_ON
2015-03-23,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-23,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-23,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-23,1.4,1.4,1.4,1.4,WIBID_ON
2015-03-20,1.63,1.63,1.63,1.63,WIBOR_ON
2015-03-20,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-20,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-20,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-20,1.4,1.4,1.4,1.4,WIBID_ON
2015-03-19,1.64,1.64,1.64,1.64,WIBOR_ON
2015-03-19,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-19,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-19,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-19,1.4,1.4,1.4,1.4,WIBID_ON
2015-03-18,1.64,1.64,1.64,1.64,WIBOR_ON
2015-03-18,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-18,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-18,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-18,1.4,1.4,1.4,1.4,WIBID_ON
2015-03-17,1.64,1.64,1.64,1.64,WIBOR_ON
2015-03-17,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-17,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-17,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-17,1.4,1.4,1.4,1.4,WIBID_ON
2015-03-16,1.63,1.63,1.63,1.63,WIBOR_ON
2015-03-16,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-16,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-16,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-16,1.39,1.39,1.39,1.39,WIBID_ON
2015-03-13,1.63,1.63,1.63,1.63,WIBOR_ON
2015-03-13,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-13,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-13,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-13,1.39,1.39,1.39,1.39,WIBID_ON
2015-03-12,1.63,1.63,1.63,1.63,WIBOR_ON
2015-03-12,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-12,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-12,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-12,1.39,1.39,1.39,1.39,WIBID_ON
2015-03-11,1.62,1.62,1.62,1.62,WIBOR_ON
2015-03-11,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-11,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-11,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-11,1.39,1.39,1.39,1.39,WIBID_ON
2015-03-10,1.62,1.62,1.62,1.62,WIBOR_ON
2015-03-10,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-10,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-10,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-10,1.39,1.39,1.39,1.39,WIBID_ON
2015-03-09,1.62,1.62,1.62,1.62,WIBOR_ON
2015-03-09,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-09,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-09,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-09,1.38,1.38,1.38,1.38,WIBID_ON
2015-03-06,1.63,1.63,1.63,1.63,WIBOR_ON
2015-03-06,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-06,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-06,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-06,1.39,1.39,1.39,1.39,WIBID_ON
2015-03-05,1.64,1.64,1.64,1.64,WIBOR_ON
2015-03-05,1.66,1.66,1.66,1.66,WIBOR_6M
2015-03-05,1.65,1.65,1.65,1.65,WIBOR_3M
2015-03-05,1.64,1.64,1.64,1.64,WIBOR_1M
2015-03-05,1.39,1.39,1.39,1.39,WIBID_ON
2015-03-04,1.93,1.93,1.93,1.93,WIBOR_ON
2015-03-04,1.79,1.79,1.79,1.79,WIBOR_6M
2015-03-04,1.81,1.81,1.81,1.81,WIBOR_3M
2015-03-04,1.86,1.86,1.86,1.86,WIBOR_1M
2015-03-04,1.65,1.65,1.65,1.65,WIBID_ON
2015-03-03,1.99,1.99,1.99,1.99,WIBOR_ON
2015-03-03,1.79,1.79,1.79,1.79,WIBOR_6M
2015-03-03,1.81,1.81,1.81,1.81,WIBOR_3M
2015-03-03,1.86,1.86,1.86,1.86,WIBOR_1M
2015-03-03,1.72,1.72,1.72,1.72,WIBID_ON
2015-03-02,2.01,2.01,2.01,2.01,WIBOR_ON
2015-03-02,1.8,1.8,1.8,1.8,WIBOR_6M
2015-03-02,1.81,1.81,1.81,1.81,WIBOR_3M
2015-03-02,1.87,1.87,1.87,1.87,WIBOR_1M
2015-03-02,1.73,1.73,1.73,1.73,WIBID_ON
2015-02-27,2.11,2.11,2.11,2.11,WIBOR_ON
2015-02-27,1.8,1.8,1.8,1.8,WIBOR_6M
2015-02-27,1.81,1.81,1.81,1.81,WIBOR_3M
2015-02-27,1.89,1.89,1.89,1.89,WIBOR_1M
2015-02-27,1.86,1.86,1.86,1.86,WIBID_ON
2015-02-26,2.11,2.11,2.11,2.11,WIBOR_ON
2015-02-26,1.8,1.8,1.8,1.8,WIBOR_6M
2015-02-26,1.82,1.82,1.82,1.82,WIBOR_3M
2015-02-26,1.89,1.89,1.89,1.89,WIBOR_1M
2015-02-26,1.85,1.85,1.85,1.85,WIBID_ON
2015-02-25,2.1,2.1,2.1,2.1,WIBOR_ON
2015-02-25,1.81,1.81,1.81,1.81,WIBOR_6M
2015-02-25,1.83,1.83,1.83,1.83,WIBOR_3M
2015-02-25,1.89,1.89,1.89,1.89,WIBOR_1M
2015-02-25,1.84,1.84,1.84,1.84,WIBID_ON
2015-02-24,2.1,2.1,2.1,2.1,WIBOR_ON
2015-02-24,1.82,1.82,1.82,1.82,WIBOR_6M
2015-02-24,1.83,1.83,1.83,1.83,WIBOR_3M
2015-02-24,1.9,1.9,1.9,1.9,WIBOR_1M
2015-02-24,1.83,1.83,1.83,1.83,WIBID_ON
2015-02-23,2.08,2.08,2.08,2.08,WIBOR_ON
2015-02-23,1.83,1.83,1.83,1.83,WIBOR_6M
2015-02-23,1.84,1.84,1.84,1.84,WIBOR_3M
2015-02-23,1.91,1.91,1.91,1.91,WIBOR_1M
2015-02-23,1.82,1.82,1.82,1.82,WIBID_ON
2015-02-20,2.08,2.08,2.08,2.08,WIBOR_ON
2015-02-20,1.84,1.84,1.84,1.84,WIBOR_6M
2015-02-20,1.86,1.86,1.86,1.86,WIBOR_3M
2015-02-20,1.93,1.93,1.93,1.93,WIBOR_1M
2015-02-20,1.81,1.81,1.81,1.81,WIBID_ON
2015-02-19,2.09,2.09,2.09,2.09,WIBOR_ON
2015-02-19,1.86,1.86,1.86,1.86,WIBOR_6M
2015-02-19,1.89,1.89,1.89,1.89,WIBOR_3M
2015-02-19,1.94,1.94,1.94,1.94,WIBOR_1M
2015-02-19,1.83,1.83,1.83,1.83,WIBID_ON
2015-02-18,2.12,2.12,2.12,2.12,WIBOR_ON
2015-02-18,1.9,1.9,1.9,1.9,WIBOR_6M
2015-02-18,1.92,1.92,1.92,1.92,WIBOR_3M
2015-02-18,1.96,1.96,1.96,1.96,WIBOR_1M
2015-02-18,1.85,1.85,1.85,1.85,WIBID_ON
2015-02-17,2.14,2.14,2.14,2.14,WIBOR_ON
2015-02-17,1.91,1.91,1.91,1.91,WIBOR_6M
2015-02-17,1.92,1.92,1.92,1.92,WIBOR_3M
2015-02-17,1.97,1.97,1.97,1.97,WIBOR_1M
2015-02-17,1.85,1.85,1.85,1.85,WIBID_ON
2015-02-16,2.07,2.07,2.07,2.07,WIBOR_ON
2015-02-16,1.92,1.92,1.92,1.92,WIBOR_6M
2015-02-16,1.93,1.93,1.93,1.93,WIBOR_3M
2015-02-16,1.98,1.98,1.98,1.98,WIBOR_1M
2015-02-16,1.81,1.81,1.81,1.81,WIBID_ON
2015-02-13,2.06,2.06,2.06,2.06,WIBOR_ON
2015-02-13,1.93,1.93,1.93,1.93,WIBOR_6M
2015-02-13,1.94,1.94,1.94,1.94,WIBOR_3M
2015-02-13,1.99,1.99,1.99,1.99,WIBOR_1M
2015-02-13,1.8,1.8,1.8,1.8,WIBID_ON
2015-02-12,2.06,2.06,2.06,2.06,WIBOR_ON
2015-02-12,1.94,1.94,1.94,1.94,WIBOR_6M
2015-02-12,1.95,1.95,1.95,1.95,WIBOR_3M
2015-02-12,2,2,2,2,WIBOR_1M
2015-02-12,1.8,1.8,1.8,1.8,WIBID_ON
2015-02-11,2.06,2.06,2.06,2.06,WIBOR_ON
2015-02-11,1.95,1.95,1.95,1.95,WIBOR_6M
2015-02-11,1.96,1.96,1.96,1.96,WIBOR_3M
2015-02-11,2,2,2,2,WIBOR_1M
2015-02-11,1.8,1.8,1.8,1.8,WIBID_ON
2015-02-10,2.06,2.06,2.06,2.06,WIBOR_ON
2015-02-10,1.95,1.95,1.95,1.95,WIBOR_6M
2015-02-10,1.96,1.96,1.96,1.96,WIBOR_3M
2015-02-10,2,2,2,2,WIBOR_1M
2015-02-10,1.8,1.8,1.8,1.8,WIBID_ON
2015-02-09,2.06,2.06,2.06,2.06,WIBOR_ON
2015-02-09,1.95,1.95,1.95,1.95,WIBOR_6M
2015-02-09,1.97,1.97,1.97,1.97,WIBOR_3M
2015-02-09,2,2,2,2,WIBOR_1M
2015-02-09,1.81,1.81,1.81,1.81,WIBID_ON
2015-02-06,2.05,2.05,2.05,2.05,WIBOR_ON
2015-02-06,1.96,1.96,1.96,1.96,WIBOR_6M
2015-02-06,1.97,1.97,1.97,1.97,WIBOR_3M
2015-02-06,2,2,2,2,WIBOR_1M
2015-02-06,1.77,1.77,1.77,1.77,WIBID_ON
2015-02-05,1.89,1.89,1.89,1.89,WIBOR_ON
2015-02-05,1.97,1.97,1.97,1.97,WIBOR_6M
2015-02-05,1.98,1.98,1.98,1.98,WIBOR_3M
2015-02-05,2,2,2,2,WIBOR_1M
2015-02-05,1.61,1.61,1.61,1.61,WIBID_ON
2015-02-04,1.85,1.85,1.85,1.85,WIBOR_ON
2015-02-04,1.98,1.98,1.98,1.98,WIBOR_6M
2015-02-04,1.98,1.98,1.98,1.98,WIBOR_3M
2015-02-04,2.01,2.01,2.01,2.01,WIBOR_1M
2015-02-04,1.57,1.57,1.57,1.57,WIBID_ON
2015-02-03,1.92,1.92,1.92,1.92,WIBOR_ON
2015-02-03,1.98,1.98,1.98,1.98,WIBOR_6M
2015-02-03,1.99,1.99,1.99,1.99,WIBOR_3M
2015-02-03,2.01,2.01,2.01,2.01,WIBOR_1M
2015-02-03,1.64,1.64,1.64,1.64,WIBID_ON
2015-02-02,2.02,2.02,2.02,2.02,WIBOR_ON
2015-02-02,1.98,1.98,1.98,1.98,WIBOR_6M
2015-02-02,1.99,1.99,1.99,1.99,WIBOR_3M
2015-02-02,2.01,2.01,2.01,2.01,WIBOR_1M
2015-02-02,1.73,1.73,1.73,1.73,WIBID_ON
2015-01-30,2.05,2.05,2.05,2.05,WIBOR_ON
2015-01-30,1.99,1.99,1.99,1.99,WIBOR_6M
2015-01-30,2,2,2,2,WIBOR_3M
2015-01-30,2.01,2.01,2.01,2.01,WIBOR_1M
2015-01-30,1.77,1.77,1.77,1.77,WIBID_ON
2015-01-29,2.04,2.04,2.04,2.04,WIBOR_ON
2015-01-29,1.99,1.99,1.99,1.99,WIBOR_6M
2015-01-29,2,2,2,2,WIBOR_3M
2015-01-29,2.01,2.01,2.01,2.01,WIBOR_1M
2015-01-29,1.75,1.75,1.75,1.75,WIBID_ON
2015-01-28,2.01,2.01,2.01,2.01,WIBOR_ON
2015-01-28,1.99,1.99,1.99,1.99,WIBOR_6M
2015-01-28,2,2,2,2,WIBOR_3M
2015-01-28,2.02,2.02,2.02,2.02,WIBOR_1M
2015-01-28,1.72,1.72,1.72,1.72,WIBID_ON
2015-01-27,1.83,1.83,1.83,1.83,WIBOR_ON
2015-01-27,2,2,2,2,WIBOR_6M
2015-01-27,2.01,2.01,2.01,2.01,WIBOR_3M
2015-01-27,2.02,2.02,2.02,2.02,WIBOR_1M
2015-01-27,1.54,1.54,1.54,1.54,WIBID_ON
2015-01-26,1.78,1.78,1.78,1.78,WIBOR_ON
2015-01-26,2,2,2,2,WIBOR_6M
2015-01-26,2.01,2.01,2.01,2.01,WIBOR_3M
2015-01-26,2.03,2.03,2.03,2.03,WIBOR_1M
2015-01-26,1.48,1.48,1.48,1.48,WIBID_ON
2015-01-23,2.02,2.02,2.02,2.02,WIBOR_ON
2015-01-23,2,2,2,2,WIBOR_6M
2015-01-23,2.02,2.02,2.02,2.02,WIBOR_3M
2015-01-23,2.03,2.03,2.03,2.03,WIBOR_1M
2015-01-23,1.73,1.73,1.73,1.73,WIBID_ON
2015-01-22,1.98,1.98,1.98,1.98,WIBOR_ON
2015-01-22,2.01,2.01,2.01,2.01,WIBOR_6M
2015-01-22,2.02,2.02,2.02,2.02,WIBOR_3M
2015-01-22,2.04,2.04,2.04,2.04,WIBOR_1M
2015-01-22,1.7,1.7,1.7,1.7,WIBID_ON
2015-01-21,1.99,1.99,1.99,1.99,WIBOR_ON
2015-01-21,2.01,2.01,2.01,2.01,WIBOR_6M
2015-01-21,2.02,2.02,2.02,2.02,WIBOR_3M
2015-01-21,2.04,2.04,2.04,2.04,WIBOR_1M
2015-01-21,1.71,1.71,1.71,1.71,WIBID_ON
2015-01-20,2.03,2.03,2.03,2.03,WIBOR_ON
2015-01-20,2.01,2.01,2.01,2.01,WIBOR_6M
2015-01-20,2.02,2.02,2.02,2.02,WIBOR_3M
2015-01-20,2.04,2.04,2.04,2.04,WIBOR_1M
2015-01-20,1.74,1.74,1.74,1.74,WIBID_ON
2015-01-19,1.61,1.61,1.61,1.61,WIBOR_ON
2015-01-19,2.01,2.01,2.01,2.01,WIBOR_6M
2015-01-19,2.02,2.02,2.02,2.02,WIBOR_3M
2015-01-19,2.04,2.04,2.04,2.04,WIBOR_1M
2015-01-19,1.32,1.32,1.32,1.32,WIBID_ON
2015-01-16,2.05,2.05,2.05,2.05,WIBOR_ON
2015-01-16,2.02,2.02,2.02,2.02,WIBOR_6M
2015-01-16,2.03,2.03,2.03,2.03,WIBOR_3M
2015-01-16,2.05,2.05,2.05,2.05,WIBOR_1M
2015-01-16,1.77,1.77,1.77,1.77,WIBID_ON
2015-01-15,2.08,2.08,2.08,2.08,WIBOR_ON
2015-01-15,2.03,2.03,2.03,2.03,WIBOR_6M
2015-01-15,2.04,2.04,2.04,2.04,WIBOR_3M
2015-01-15,2.06,2.06,2.06,2.06,WIBOR_1M
2015-01-15,1.81,1.81,1.81,1.81,WIBID_ON
2015-01-14,2.07,2.07,2.07,2.07,WIBOR_ON
2015-01-14,2.03,2.03,2.03,2.03,WIBOR_6M
2015-01-14,2.04,2.04,2.04,2.04,WIBOR_3M
2015-01-14,2.06,2.06,2.06,2.06,WIBOR_1M
2015-01-14,1.8,1.8,1.8,1.8,WIBID_ON
2015-01-13,2.07,2.07,2.07,2.07,WIBOR_ON
2015-01-13,2.04,2.04,2.04,2.04,WIBOR_6M
2015-01-13,2.04,2.04,2.04,2.04,WIBOR_3M
2015-01-13,2.06,2.06,2.06,2.06,WIBOR_1M
2015-01-13,1.8,1.8,1.8,1.8,WIBID_ON
2015-01-12,2.06,2.06,2.06,2.06,WIBOR_ON
2015-01-12,2.04,2.04,2.04,2.04,WIBOR_6M
2015-01-12,2.05,2.05,2.05,2.05,WIBOR_3M
2015-01-12,2.07,2.07,2.07,2.07,WIBOR_1M
2015-01-12,1.79,1.79,1.79,1.79,WIBID_ON
2015-01-09,2.09,2.09,2.09,2.09,WIBOR_ON
2015-01-09,2.05,2.05,2.05,2.05,WIBOR_6M
2015-01-09,2.05,2.05,2.05,2.05,WIBOR_3M
2015-01-09,2.07,2.07,2.07,2.07,WIBOR_1M
2015-01-09,1.81,1.81,1.81,1.81,WIBID_ON
2015-01-08,1.92,1.92,1.92,1.92,WIBOR_ON
2015-01-08,2.05,2.05,2.05,2.05,WIBOR_6M
2015-01-08,2.06,2.06,2.06,2.06,WIBOR_3M
2015-01-08,2.07,2.07,2.07,2.07,WIBOR_1M
2015-01-08,1.61,1.61,1.61,1.61,WIBID_ON
2015-01-07,1.95,1.95,1.95,1.95,WIBOR_ON
2015-01-07,2.05,2.05,2.05,2.05,WIBOR_6M
2015-01-07,2.06,2.06,2.06,2.06,WIBOR_3M
2015-01-07,2.08,2.08,2.08,2.08,WIBOR_1M
2015-01-07,1.65,1.65,1.65,1.65,WIBID_ON
2015-01-05,1.94,1.94,1.94,1.94,WIBOR_ON
2015-01-05,2.05,2.05,2.05,2.05,WIBOR_6M
2015-01-05,2.06,2.06,2.06,2.06,WIBOR_3M
2015-01-05,2.08,2.08,2.08,2.08,WIBOR_1M
2015-01-05,1.64,1.64,1.64,1.64,WIBID_ON
2015-01-02,2.09,2.09,2.09,2.09,WIBOR_ON
2015-01-02,2.05,2.05,2.05,2.05,WIBOR_6M
2015-01-02,2.06,2.06,2.06,2.06,WIBOR_3M
2015-01-02,2.08,2.08,2.08,2.08,WIBOR_1M
2015-01-02,1.83,1.83,1.83,1.83,WIBID_ON
2014-12-31,2.09,2.09,2.09,2.09,WIBOR_ON
2014-12-31,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-31,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-31,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-31,1.8,1.8,1.8,1.8,WIBID_ON
2014-12-30,2.09,2.09,2.09,2.09,WIBOR_ON
2014-12-30,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-30,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-30,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-30,1.8,1.8,1.8,1.8,WIBID_ON
2014-12-29,2.09,2.09,2.09,2.09,WIBOR_ON
2014-12-29,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-29,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-29,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-29,1.8,1.8,1.8,1.8,WIBID_ON
2014-12-24,2.09,2.09,2.09,2.09,WIBOR_ON
2014-12-24,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-24,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-24,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-24,1.8,1.8,1.8,1.8,WIBID_ON
2014-12-23,1.57,1.57,1.57,1.57,WIBOR_ON
2014-12-23,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-23,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-23,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-23,1.27,1.27,1.27,1.27,WIBID_ON
2014-12-22,1.77,1.77,1.77,1.77,WIBOR_ON
2014-12-22,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-22,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-22,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-22,1.47,1.47,1.47,1.47,WIBID_ON
2014-12-19,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-19,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-19,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-19,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-19,1.85,1.85,1.85,1.85,WIBID_ON
2014-12-18,2.12,2.12,2.12,2.12,WIBOR_ON
2014-12-18,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-18,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-18,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-18,1.85,1.85,1.85,1.85,WIBID_ON
2014-12-17,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-17,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-17,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-17,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-17,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-16,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-16,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-16,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-16,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-16,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-15,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-15,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-15,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-15,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-15,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-12,2.1,2.1,2.1,2.1,WIBOR_ON
2014-12-12,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-12,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-12,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-12,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-11,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-11,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-11,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-11,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-11,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-10,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-10,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-10,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-10,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-10,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-09,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-09,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-09,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-09,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-09,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-08,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-08,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-08,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-08,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-08,1.85,1.85,1.85,1.85,WIBID_ON
2014-12-05,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-05,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-05,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-05,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-05,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-04,2.07,2.07,2.07,2.07,WIBOR_ON
2014-12-04,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-04,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-04,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-04,1.8,1.8,1.8,1.8,WIBID_ON
2014-12-03,2.08,2.08,2.08,2.08,WIBOR_ON
2014-12-03,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-03,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-03,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-03,1.81,1.81,1.81,1.81,WIBID_ON
2014-12-02,2.11,2.11,2.11,2.11,WIBOR_ON
2014-12-02,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-02,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-02,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-02,1.84,1.84,1.84,1.84,WIBID_ON
2014-12-01,2.12,2.12,2.12,2.12,WIBOR_ON
2014-12-01,2.05,2.05,2.05,2.05,WIBOR_6M
2014-12-01,2.06,2.06,2.06,2.06,WIBOR_3M
2014-12-01,2.08,2.08,2.08,2.08,WIBOR_1M
2014-12-01,1.86,1.86,1.86,1.86,WIBID_ON
2014-11-28,2.13,2.13,2.13,2.13,WIBOR_ON
2014-11-28,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-28,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-28,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-28,1.86,1.86,1.86,1.86,WIBID_ON
2014-11-27,2.12,2.12,2.12,2.12,WIBOR_ON
2014-11-27,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-27,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-27,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-27,1.86,1.86,1.86,1.86,WIBID_ON
2014-11-26,2.12,2.12,2.12,2.12,WIBOR_ON
2014-11-26,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-26,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-26,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-26,1.86,1.86,1.86,1.86,WIBID_ON
2014-11-25,2.13,2.13,2.13,2.13,WIBOR_ON
2014-11-25,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-25,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-25,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-25,1.87,1.87,1.87,1.87,WIBID_ON
2014-11-24,2.11,2.11,2.11,2.11,WIBOR_ON
2014-11-24,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-24,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-24,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-24,1.86,1.86,1.86,1.86,WIBID_ON
2014-11-21,2.11,2.11,2.11,2.11,WIBOR_ON
2014-11-21,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-21,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-21,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-21,1.85,1.85,1.85,1.85,WIBID_ON
2014-11-20,2.11,2.11,2.11,2.11,WIBOR_ON
2014-11-20,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-20,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-20,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-20,1.85,1.85,1.85,1.85,WIBID_ON
2014-11-19,2.11,2.11,2.11,2.11,WIBOR_ON
2014-11-19,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-19,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-19,2.08,2.08,2.08,2.08,WIBOR_1M
2014-11-19,1.85,1.85,1.85,1.85,WIBID_ON
2014-11-18,2.11,2.11,2.11,2.11,WIBOR_ON
2014-11-18,2.05,2.05,2.05,2.05,WIBOR_6M
2014-11-18,2.06,2.06,2.06,2.06,WIBOR_3M
2014-11-18,2.07,2.07,2.07,2.07,WIBOR_1M
2014-11-18,1.85,1.85,1.85,1.85,WIBID_ON
2014-11-17,2.11,2.11,2.11,2.11,WIBOR_ON
